event_id,loan_id,event_sequence,status,event_datetime,refusal_reason,document_issue_flag,fraud_flag
26748,28895,3,Credit Check,2025-11-13 22:52:56.960935,,0.0,0
26749,28895,4,Rejected,2025-11-15 03:54:36.861183,High debt-to-income ratio,0.0,0
26750,44727,1,Submitted,2025-12-14 14:57:00.000000,,0.0,0
26751,44727,2,Docs Received,2025-12-18 13:55:31.916107,,0.0,0
26752,44727,3,Credit Check,2025-12-19 19:42:46.356557,,0.0,0
26753,44727,4,Rejected,2025-12-20 17:52:54.385361,Low credit score,0.0,0
26754,61981,1,Submitted,2025-10-04 10:12:00.000000,,0.0,0
26755,61981,2,Docs Received,2025-10-04 19:21:53.459337,,0.0,0
26756,61981,3,Credit Check,2025-10-05 07:06:21.738593,,0.0,0
26757,61981,4,Approved,2025-10-05 12:33:24.664640,,,0
26758,61981,5,Signed,2025-10-06 02:42:12.386355,,,0
26759,61981,6,Granted,2025-10-06 15:27:10.972607,,0.0,0
26760,39679,1,Submitted,2025-11-24 10:57:00.000000,,0.0,0
26761,39679,2,Docs Received,2025-11-24 20:37:47.290466,,0.0,0
26762,39679,3,Credit Check,2025-11-26 02:52:04.144237,,0.0,0
26763,39679,4,Rejected,2025-11-26 12:09:41.210609,High debt-to-income ratio,0.0,0
26764,92720,1,Submitted,2025-10-14 20:05:00.000000,,0.0,0
26765,92720,2,Docs Received,2025-10-18 01:52:12.802975,,1.0,0
26766,97289,1,Submitted,2025-10-05 14:01:00.000000,,0.0,0
26767,97289,2,Docs Received,2025-10-09 03:47:30.282905,,0.0,0
26768,97289,3,Credit Check,2025-10-10 13:08:34.475229,,0.0,0
26769,97289,4,Rejected,2025-10-12 09:19:37.979484,Low credit score,0.0,0
26770,39713,1,Submitted,2025-10-08 08:40:00.000000,,0.0,0
26771,39713,2,Docs Received,2025-10-10 04:32:55.933838,,0.0,0
26772,39713,3,Credit Check,2025-10-12 02:17:41.582218,,0.0,0
26773,39713,4,Approved,2025-10-12 12:35:54.874977,,,0
26774,39713,5,Signed,2025-10-13 07:57:57.483879,,0.0,0
26775,39713,6,Granted,2025-10-13 22:00:21.524258,,0.0,0
26776,66223,1,Submitted,2025-10-08 13:10:00.000000,,0.0,0
26777,66223,2,Docs Received,2025-10-10 02:48:55.916757,,0.0,0
26778,66223,3,Credit Check,2025-10-14 07:51:34.755389,,0.0,0
26779,66223,4,Approved,2025-10-15 06:37:53.573014,,0.0,0
26780,66223,5,Signed,2025-10-16 02:00:08.198703,,0.0,0
26781,66223,6,Granted,2025-10-16 20:09:25.262039,,0.0,0
26782,15045,1,Submitted,2025-12-06 10:24:00.000000,,0.0,0
26783,59895,1,Submitted,2025-11-27 10:07:00.000000,,0.0,0
26784,76238,1,Submitted,2025-12-28 15:39:00.000000,,0.0,0
26785,76238,2,Docs Received,2025-12-29 05:52:51.043183,,0.0,0
26786,76238,3,Credit Check,2025-12-29 10:40:51.043183,,0.0,0
26787,76238,4,Approved,2025-12-29 17:03:53.774571,,0.0,0
26788,87080,1,Submitted,2025-10-11 17:02:00.000000,,0.0,0
26789,87080,2,Docs Received,2025-10-12 22:50:31.645050,,1.0,0
26790,87080,3,Credit Check,2025-10-17 12:32:48.809098,,0.0,0
26791,87080,4,Rejected,2025-10-18 06:12:05.472194,Low credit score,0.0,0
26792,89646,1,Submitted,2025-11-17 08:33:00.000000,,0.0,0
26793,55473,1,Submitted,2025-12-08 09:12:00.000000,,0.0,0
26794,55473,2,Docs Received,2025-12-09 13:11:26.964458,,,0
26795,55473,3,Credit Check,2025-12-10 05:10:43.948180,,0.0,0
26796,55473,4,Approved,2025-12-11 14:23:40.452572,,0.0,0
26797,55473,5,Signed,2025-12-12 15:56:32.383400,,0.0,0
26798,55473,6,Granted,2025-12-12 18:35:12.771762,,0.0,0
26799,77416,1,Submitted,2025-12-15 19:25:00.000000,,0.0,0
26800,77416,2,Docs Received,2025-12-16 05:04:58.413122,,1.0,0
26801,21663,1,Submitted,2025-12-02 12:13:00.000000,,0.0,0
26802,93453,1,Submitted,2025-11-11 15:02:00.000000,,0.0,0
26803,93453,2,Docs Received,2025-11-13 03:45:39.384481,,,0
26804,93453,3,Credit Check,2025-11-16 14:43:42.724949,,0.0,0
26805,93453,4,Rejected,2025-11-16 22:51:05.470955,High debt-to-income ratio,0.0,0
26806,50571,1,Submitted,2025-11-18 13:36:00.000000,,0.0,0
26807,50571,2,Docs Received,2025-11-20 07:14:57.868439,,0.0,0
26808,50571,3,Credit Check,2025-11-21 08:05:21.414179,,0.0,0
26809,50571,4,Rejected,2025-11-22 16:58:24.863776,High debt-to-income ratio,0.0,0
26810,24529,1,Submitted,2025-11-10 15:37:00.000000,,0.0,0
26811,13036,1,Submitted,2025-10-09 12:53:00.000000,,0.0,0
26812,13036,2,Docs Received,2025-10-09 21:22:11.192232,,0.0,0
26813,13036,3,Credit Check,2025-10-10 20:11:43.698430,,,0
26814,13036,4,Approved,2025-10-11 10:46:32.059162,,0.0,0
26815,13036,5,Signed,2025-10-13 19:54:06.345856,,0.0,0
26816,13036,6,Granted,2025-10-14 08:47:46.211474,,0.0,0
26817,25669,1,Submitted,2025-11-01 09:28:00.000000,,0.0,0
26818,25669,2,Docs Received,2025-11-02 13:47:22.236955,,0.0,0
26819,25669,3,Credit Check,2025-11-04 15:16:18.766786,,0.0,0
26820,25669,4,Approved,2025-11-05 01:05:40.357599,,,0
26821,25669,5,Signed,2025-11-05 13:19:10.495928,,0.0,0
26822,25669,6,Granted,2025-11-05 15:54:03.485871,,0.0,0
26823,66751,1,Submitted,2025-11-12 17:19:00.000000,,0.0,0
26824,66751,2,Docs Received,2025-11-14 06:20:57.144080,,0.0,0
26825,66751,3,Credit Check,2025-11-15 13:41:00.959076,,0.0,0
26826,66751,4,Rejected,2025-11-16 04:35:37.161030,High debt-to-income ratio,0.0,0
26827,17786,1,Submitted,2025-11-27 08:41:00.000000,,0.0,0
26828,17786,2,Docs Received,2025-11-28 07:19:56.348503,,0.0,0
26829,17786,3,Credit Check,2025-12-01 05:37:47.855774,,0.0,0
26830,17786,4,Rejected,2025-12-02 20:43:20.390403,High debt-to-income ratio,0.0,0
26831,97557,1,Submitted,2025-12-07 17:45:00.000000,,0.0,0
26832,52780,1,Submitted,2025-11-14 09:55:00.000000,,0.0,0
26833,52780,2,Docs Received,2025-11-16 10:00:08.606147,,0.0,0
26834,52780,3,Credit Check,2025-11-17 17:38:17.916482,,0.0,0
26835,52780,4,Approved,2025-11-18 02:14:21.000768,,0.0,0
26836,52780,5,Signed,2025-11-18 13:28:59.053550,,0.0,0
26837,70063,1,Submitted,2025-10-30 10:09:00.000000,,0.0,0
26838,70063,2,Docs Received,2025-10-31 21:03:50.558032,,0.0,0
26839,70063,3,Credit Check,2025-11-02 04:01:00.591078,,0.0,0
26840,70063,4,Rejected,2025-11-02 16:46:02.810594,High debt-to-income ratio,0.0,0
26841,91516,1,Submitted,2025-12-13 20:51:00.000000,,0.0,0
26842,37372,1,Submitted,2025-12-06 20:26:00.000000,,0.0,0
26843,37372,2,Docs Received,2025-12-07 14:22:21.602169,,0.0,0
26844,37372,3,Credit Check,2025-12-08 14:37:15.740863,,0.0,0
26845,37372,4,Approved,2025-12-10 09:20:45.357890,,0.0,0
26846,37372,5,Signed,2025-12-11 10:27:53.449116,,0.0,0
26847,37372,6,Granted,2025-12-12 00:26:32.215299,,0.0,0
26848,28779,1,Submitted,2025-11-24 11:07:00.000000,,0.0,0
26849,28779,2,Docs Received,2025-11-25 13:22:33.094509,,0.0,0
26850,28779,3,Credit Check,2025-11-26 18:54:45.221896,,0.0,0
26851,28779,4,Approved,2025-11-26 22:16:13.890098,,0.0,0
26852,28779,5,Signed,2025-11-27 02:44:02.293580,,,0
26853,28779,6,Granted,2025-11-27 03:56:02.293580,,0.0,0
26854,67640,1,Submitted,2025-12-15 17:20:00.000000,,0.0,0
26855,67640,2,Docs Received,2025-12-16 14:05:35.161038,,0.0,0
26856,67640,3,Credit Check,2025-12-16 20:44:26.113142,,0.0,0
26857,67640,4,Rejected,2025-12-18 13:28:16.318332,Low credit score,0.0,0
26858,94785,1,Submitted,2025-12-31 14:43:00.000000,,0.0,0
26859,94785,2,Docs Received,2026-01-05 18:44:00.283689,,1.0,0
26860,56639,1,Submitted,2025-10-06 16:39:00.000000,,0.0,0
26861,56639,2,Docs Received,2025-10-07 16:20:19.371484,,0.0,0
26862,56639,3,Credit Check,2025-10-10 21:56:38.937672,,0.0,0
26863,56639,4,Approved,2025-10-11 13:11:39.380606,,0.0,0
26864,56639,5,Signed,2025-10-13 04:41:48.072097,,0.0,0
26865,56639,6,Granted,2025-10-13 06:33:18.371063,,0.0,0
26866,21966,1,Submitted,2025-10-12 09:17:00.000000,,0.0,0
26867,92453,1,Submitted,2025-10-23 17:57:00.000000,,0.0,0
26868,92453,2,Docs Received,2025-10-24 13:55:40.694331,,0.0,0
26869,92453,3,Credit Check,2025-10-28 14:01:19.007583,,0.0,0
26870,92453,4,Approved,2025-10-29 14:31:32.924820,,0.0,0
26871,92453,5,Signed,2025-10-29 21:15:03.449835,,0.0,0
26872,92453,6,Granted,2025-10-30 05:28:33.394277,,0.0,0
26873,71121,1,Submitted,2025-11-09 12:47:00.000000,,0.0,0
26874,69590,1,Submitted,2025-10-22 15:35:00.000000,,0.0,0
26875,69590,2,Docs Received,2025-10-23 03:31:41.797765,,0.0,0
26876,69590,3,Credit Check,2025-10-24 22:27:40.102681,,0.0,0
26877,69590,4,Approved,2025-10-25 08:51:40.379689,,0.0,0
26878,69590,5,Signed,2025-10-26 15:53:26.439793,,0.0,0
26879,69590,6,Granted,2025-10-26 21:15:21.797665,,0.0,0
26880,16240,1,Submitted,2025-10-19 20:13:00.000000,,0.0,0
26881,19679,1,Submitted,2025-10-19 19:43:00.000000,,0.0,0
26882,28219,1,Submitted,2025-11-07 15:50:00.000000,,0.0,0
26883,28219,2,Docs Received,2025-11-08 21:38:02.033844,,0.0,0
26884,28219,3,Credit Check,2025-11-09 15:36:07.942174,,0.0,0
26885,28219,4,Rejected,2025-11-10 22:03:07.670541,High debt-to-income ratio,0.0,0
26886,77955,1,Submitted,2025-12-02 12:36:00.000000,,0.0,0
26887,77955,2,Docs Received,2025-12-07 11:27:04.459309,,0.0,0
26888,77955,3,Credit Check,2025-12-09 00:11:21.848618,,0.0,0
26889,77955,4,Rejected,2025-12-10 07:37:36.735078,Low credit score,0.0,0
26890,17990,1,Submitted,2025-12-05 19:36:00.000000,,0.0,0
26891,17990,2,Docs Received,2025-12-07 22:30:02.159834,,0.0,0
26892,17990,3,Credit Check,2025-12-08 12:33:03.887412,,0.0,0
26893,17990,4,Rejected,2025-12-08 22:55:32.304036,Low credit score,0.0,0
26894,47949,1,Submitted,2025-12-04 10:04:00.000000,,0.0,0
26895,47949,2,Docs Received,2025-12-05 16:10:52.472302,,0.0,0
26896,47949,3,Credit Check,2025-12-06 02:26:45.017121,,0.0,0
26897,47949,4,Rejected,2025-12-06 13:25:18.857190,High debt-to-income ratio,0.0,0
26898,84528,1,Submitted,2025-10-13 16:15:00.000000,,0.0,0
26899,84528,2,Docs Received,2025-10-14 14:50:22.569200,,0.0,0
26900,84528,3,Credit Check,2025-10-15 18:09:37.439495,,0.0,0
26901,84528,4,Approved,2025-10-16 01:54:09.151310,,0.0,0
26902,84528,5,Signed,2025-10-17 15:58:15.324630,,0.0,0
26903,84528,6,Granted,2025-10-18 02:37:30.117459,,0.0,0
26904,48067,1,Submitted,2025-11-04 16:04:00.000000,,0.0,0
26905,48067,2,Docs Received,2025-11-04 18:59:01.835329,,0.0,0
26906,48067,3,Credit Check,2025-11-06 11:12:45.100027,,0.0,0
26907,48067,4,Approved,2025-11-06 15:57:52.222587,,,0
26908,48067,5,Signed,2025-11-06 18:51:51.953924,,0.0,0
26909,95132,1,Submitted,2025-11-28 13:02:00.000000,,0.0,0
26910,87216,1,Submitted,2025-11-06 14:10:00.000000,,0.0,0
26911,87216,2,Docs Received,2025-11-09 07:20:54.211296,,1.0,0
26912,87216,3,Credit Check,2025-11-11 20:33:48.303235,,0.0,0
26913,87216,4,Approved,2025-11-12 10:50:25.334406,,0.0,0
26914,87216,5,Signed,2025-11-14 16:38:14.796912,,0.0,0
26915,87216,6,Granted,2025-11-16 17:18:16.596740,,0.0,0
26916,10152,1,Submitted,2025-11-27 09:37:00.000000,,,0
26917,75107,1,Submitted,2025-12-20 15:59:00.000000,,0.0,0
26918,75107,2,Docs Received,2025-12-20 22:08:32.686704,,1.0,0
26919,96390,1,Submitted,2025-11-28 08:55:00.000000,,0.0,0
26920,96390,2,Docs Received,2025-11-28 18:55:10.521147,,1.0,0
26921,11777,1,Submitted,2025-10-01 20:02:00.000000,,0.0,0
26922,11777,2,Docs Received,2025-10-02 14:45:55.870081,,0.0,0
26923,11777,3,Credit Check,2025-10-04 05:50:20.675804,,0.0,0
26924,11777,4,Rejected,2025-10-04 09:40:08.480979,Low credit score,0.0,0
26925,70454,1,Submitted,2025-11-07 11:39:00.000000,,0.0,0
26926,70454,2,Docs Received,2025-11-08 10:04:59.672281,,0.0,0
26927,70454,3,Credit Check,2025-11-09 13:56:48.419045,,0.0,0
26928,70454,4,Approved,2025-11-10 05:53:05.957546,,0.0,0
26929,70454,5,Signed,2025-11-11 10:47:53.028686,,0.0,0
26930,70454,6,Granted,2025-11-11 18:26:07.123407,,0.0,0
26931,24676,1,Submitted,2025-11-14 17:42:00.000000,,0.0,0
26932,68378,1,Submitted,2025-10-05 13:52:00.000000,,0.0,0
26933,68378,2,Docs Received,2025-10-07 02:43:54.940639,,0.0,0
26934,68378,3,Credit Check,2025-10-08 03:47:09.145835,,0.0,0
26935,68378,4,Approved,2025-10-08 11:43:22.414541,,0.0,0
26936,68378,5,Signed,2025-10-08 15:57:12.314310,,0.0,0
26937,68378,6,Granted,2025-10-09 06:55:16.870296,,0.0,0
26938,92715,1,Submitted,2025-10-19 19:03:00.000000,,0.0,0
26939,66377,1,Submitted,2025-11-29 14:46:00.000000,,0.0,0
26940,66377,2,Docs Received,2025-11-30 01:55:30.399395,,0.0,0
26941,66377,3,Credit Check,2025-12-02 12:58:26.187642,,0.0,0
26942,66377,4,Rejected,2025-12-02 19:49:44.059225,High debt-to-income ratio,0.0,0
26943,60204,1,Submitted,2025-12-12 12:25:00.000000,,0.0,0
26944,60204,2,Docs Received,2025-12-13 14:57:25.135360,,0.0,0
26945,60204,3,Credit Check,2025-12-19 01:33:49.470982,,0.0,0
26946,60204,4,Rejected,2025-12-19 18:00:00.242311,Low credit score,0.0,0
26947,91676,1,Submitted,2025-10-14 20:06:00.000000,,0.0,0
26948,91676,2,Docs Received,2025-10-15 10:12:29.116309,,0.0,0
26949,91676,3,Credit Check,2025-10-16 04:34:25.567279,,0.0,0
26950,91676,4,Approved,2025-10-16 13:27:35.488883,,0.0,0
26951,91676,5,Signed,2025-10-16 20:37:08.877758,,0.0,0
26952,91676,6,Granted,2025-10-17 01:38:08.536662,,0.0,0
26953,74865,1,Submitted,2025-10-13 11:15:00.000000,,0.0,0
26954,92331,1,Submitted,2025-10-23 10:35:00.000000,,0.0,0
26955,19420,1,Submitted,2025-11-11 13:45:00.000000,,0.0,0
26956,19420,2,Docs Received,2025-11-12 11:17:20.790784,,0.0,0
26957,19420,3,Credit Check,2025-11-13 13:32:34.627430,,0.0,0
26958,19420,4,Approved,2025-11-14 15:08:56.644221,,0.0,0
26959,19420,5,Signed,2025-11-15 03:41:43.592279,,0.0,0
26960,19420,6,Granted,2025-11-15 22:52:16.824309,,0.0,0
26961,53569,1,Submitted,2025-11-03 11:53:00.000000,,0.0,0
26962,53569,2,Docs Received,2025-11-04 02:49:38.976188,,0.0,0
26963,53569,3,Credit Check,2025-11-08 11:42:03.953412,,0.0,0
26964,53569,4,Approved,2025-11-09 03:23:15.144172,,0.0,0
26965,53569,5,Signed,2025-11-10 14:59:35.836075,,0.0,0
26966,53569,6,Granted,2025-11-10 16:51:54.388018,,0.0,0
26967,25849,1,Submitted,2025-11-08 20:49:00.000000,,0.0,0
26968,25849,2,Docs Received,2025-11-10 21:16:30.432505,,1.0,0
26969,66483,1,Submitted,2025-12-13 13:59:00.000000,,0.0,0
26970,66483,2,Docs Received,2025-12-16 07:59:56.778838,,0.0,0
26971,66483,3,Credit Check,2025-12-19 12:46:23.911053,,0.0,0
26972,66483,4,Rejected,2025-12-19 16:25:49.063671,Low credit score,0.0,0
26973,66222,1,Submitted,2025-10-10 10:29:00.000000,,0.0,0
26974,66222,2,Docs Received,2025-10-10 19:02:24.743405,,0.0,0
26975,66222,3,Credit Check,2025-10-12 08:13:26.213936,,0.0,0
26976,66222,4,Rejected,2025-10-12 22:14:45.471091,Other,0.0,0
26977,36318,1,Submitted,2025-11-16 17:33:00.000000,,0.0,0
26978,89102,1,Submitted,2025-11-28 14:26:00.000000,,0.0,0
26979,45884,1,Submitted,2025-11-03 20:10:00.000000,,0.0,0
26980,45884,2,Docs Received,2025-11-06 18:18:20.383876,,0.0,0
26981,45884,3,Credit Check,2025-11-07 16:16:29.337699,,0.0,0
26982,45884,4,Approved,2025-11-08 12:42:21.863384,,0.0,0
26983,45884,5,Signed,2025-11-12 08:34:12.959030,,0.0,0
26984,45884,6,Granted,2025-11-12 17:17:24.323326,,,0
26985,77938,1,Submitted,2025-11-20 15:25:00.000000,,0.0,0
26986,78767,1,Submitted,2025-11-16 10:21:00.000000,,0.0,0
26987,78767,2,Docs Received,2025-11-17 12:46:59.451275,,1.0,0
26988,30457,1,Submitted,2025-10-10 09:34:00.000000,,0.0,0
26989,97366,1,Submitted,2025-10-20 16:33:00.000000,,0.0,0
26990,97366,2,Docs Received,2025-10-21 20:54:27.896217,,0.0,0
26991,97366,3,Credit Check,2025-10-23 05:18:13.562957,,0.0,0
26992,97366,4,Rejected,2025-10-24 20:31:57.857456,High debt-to-income ratio,0.0,0
26993,58191,1,Submitted,2025-12-21 18:25:00.000000,,0.0,0
26994,72033,1,Submitted,2025-12-31 17:58:00.000000,,0.0,0
26995,50693,1,Submitted,2025-10-05 09:33:00.000000,,0.0,0
26996,50693,2,Docs Received,2025-10-07 02:26:07.360425,,1.0,0
26997,61272,1,Submitted,2025-10-16 19:50:00.000000,,0.0,0
26998,61272,2,Docs Received,2025-10-18 10:25:39.448871,,0.0,0
26999,61272,3,Credit Check,2025-10-19 23:44:49.952700,,0.0,0
27000,61272,4,Rejected,2025-10-20 01:04:19.140069,High debt-to-income ratio,0.0,0
27001,53462,1,Submitted,2025-12-27 08:58:00.000000,,0.0,0
27002,91292,1,Submitted,2025-11-23 16:29:00.000000,,0.0,0
27003,91292,2,Docs Received,2025-11-26 22:51:01.437748,,1.0,0
27004,33158,1,Submitted,2025-12-11 20:04:00.000000,,0.0,0
27005,33158,2,Docs Received,2025-12-13 12:28:32.928744,,1.0,0
27006,74439,1,Submitted,2025-11-19 19:43:00.000000,,0.0,0
27007,51131,1,Submitted,2025-12-03 10:09:00.000000,,0.0,0
27008,51131,2,Docs Received,2025-12-04 23:14:29.208310,,1.0,0
27009,72614,1,Submitted,2025-12-18 19:07:00.000000,,0.0,0
27010,72614,2,Docs Received,2025-12-19 17:59:49.223316,,0.0,0
27011,72614,3,Credit Check,2025-12-19 22:47:49.223316,,0.0,0
27012,72614,4,Rejected,2025-12-20 14:04:13.013348,Low credit score,0.0,0
27013,93028,1,Submitted,2025-10-27 08:09:00.000000,,0.0,0
27014,42532,1,Submitted,2025-11-17 10:50:00.000000,,0.0,0
27015,42532,2,Docs Received,2025-11-18 02:20:08.476202,,0.0,0
27016,42532,3,Credit Check,2025-11-19 07:31:18.904367,,0.0,0
27017,42532,4,Approved,2025-11-19 09:15:21.855755,,0.0,0
27018,42532,5,Signed,2025-11-19 18:24:11.009553,,0.0,0
27019,42532,6,Granted,2025-11-21 03:22:19.745263,,0.0,0
27020,86412,1,Submitted,2025-12-19 09:20:00.000000,,0.0,0
27021,86412,2,Docs Received,2025-12-19 19:50:16.692785,,0.0,0
27022,86412,3,Credit Check,2025-12-20 13:02:30.090383,,0.0,0
27023,86412,4,Approved,2025-12-20 23:33:35.645819,,0.0,0
27024,86412,5,Signed,2025-12-23 21:28:14.542609,,0.0,0
27025,86412,6,Granted,2025-12-24 14:59:06.810622,,0.0,0
27026,93366,1,Submitted,2025-12-26 11:25:00.000000,,0.0,0
27027,93366,2,Docs Received,2025-12-30 14:04:52.750617,,0.0,0
27028,93366,3,Credit Check,2026-01-01 08:17:06.412841,,0.0,0
27029,93366,4,Approved,2026-01-01 17:11:04.896288,,0.0,0
27030,93366,5,Signed,2026-01-03 15:54:20.017074,,0.0,0
27031,93366,6,Granted,2026-01-03 19:12:54.602773,,0.0,0
27032,79624,1,Submitted,2025-11-24 16:53:00.000000,,0.0,0
27033,79624,2,Docs Received,2025-11-26 14:36:38.257247,,0.0,0
27034,79624,3,Credit Check,2025-11-26 20:12:32.103904,,0.0,0
27035,79624,4,Approved,2025-11-27 00:59:11.894738,,0.0,0
27036,79624,5,Signed,2025-11-28 03:27:15.605748,,0.0,0
27037,79624,6,Granted,2025-11-28 09:53:12.061398,,0.0,0
27038,69740,1,Submitted,2025-12-13 15:47:00.000000,,0.0,0
27039,69740,2,Docs Received,2025-12-14 16:25:07.473040,,1.0,0
27040,91863,1,Submitted,2025-11-01 14:15:00.000000,,0.0,0
27041,91863,2,Docs Received,2025-11-01 19:59:08.580109,,0.0,0
27042,91863,3,Credit Check,2025-11-03 14:49:06.017917,,0.0,0
27043,91863,4,Approved,2025-11-04 02:06:46.732818,,0.0,0
27044,91863,5,Signed,2025-11-05 08:11:27.719753,,0.0,0
27045,91863,6,Granted,2025-11-05 18:59:19.500191,,0.0,0
27046,73194,1,Submitted,2025-10-24 18:57:00.000000,,0.0,0
27047,20319,1,Submitted,2025-11-05 10:14:00.000000,,0.0,0
27048,20319,2,Docs Received,2025-11-08 20:40:40.081305,,0.0,0
27049,20319,3,Credit Check,2025-11-10 09:22:22.986529,,0.0,0
27050,20319,4,Approved,2025-11-10 17:12:07.098647,,0.0,0
27051,20319,5,Signed,2025-11-12 07:20:12.960017,,0.0,0
27052,20319,6,Granted,2025-11-12 23:10:28.497215,,0.0,0
27053,93167,1,Submitted,2025-10-29 17:04:00.000000,,0.0,0
27054,16173,1,Submitted,2025-10-03 18:16:00.000000,,0.0,0
27055,16173,2,Docs Received,2025-10-04 14:30:41.971017,,0.0,0
27056,16173,3,Credit Check,2025-10-04 23:57:30.941783,,0.0,0
27057,16173,4,Rejected,2025-10-05 03:01:10.687435,Other,0.0,0
27058,80757,1,Submitted,2025-10-11 17:56:00.000000,,0.0,0
27059,80757,2,Docs Received,2025-10-12 07:06:58.278202,,0.0,0
27060,80757,3,Credit Check,2025-10-15 16:52:03.037785,,0.0,0
27061,80757,4,Approved,2025-10-16 08:30:18.429406,,0.0,0
27062,80757,5,Signed,2025-10-17 03:30:48.328552,,0.0,0
27063,80757,6,Granted,2025-10-17 19:34:08.872457,,0.0,0
27064,15012,1,Submitted,2025-11-02 13:24:00.000000,,0.0,0
27065,44038,1,Submitted,2025-11-19 10:28:00.000000,,0.0,0
27066,44038,2,Docs Received,2025-11-20 08:15:08.127791,,0.0,0
27067,44038,3,Credit Check,2025-11-22 10:05:30.754428,,0.0,0
27068,44038,4,Rejected,2025-11-22 20:37:48.389819,Other,0.0,0
27069,94876,1,Submitted,2025-12-02 13:11:00.000000,,0.0,0
27070,94876,2,Docs Received,2025-12-04 00:15:08.606423,,0.0,0
27071,94876,3,Credit Check,2025-12-07 05:03:53.625546,,0.0,0
27072,94876,4,Rejected,2025-12-07 06:15:53.625546,Low credit score,0.0,0
27073,28609,1,Submitted,2025-10-09 08:17:00.000000,,0.0,0
27074,61861,1,Submitted,2025-11-03 08:14:00.000000,,0.0,0
27075,78761,1,Submitted,2025-12-25 14:29:00.000000,,0.0,0
27076,26984,1,Submitted,2025-11-10 20:31:00.000000,,0.0,0
27077,26984,2,Docs Received,2025-11-12 17:41:59.543785,,0.0,0
27078,26984,3,Credit Check,2025-11-15 12:50:47.286795,,0.0,0
27079,26984,4,Rejected,2025-11-16 19:06:13.104888,Low credit score,0.0,0
27080,31994,1,Submitted,2025-10-01 19:59:00.000000,,0.0,0
27081,31994,2,Docs Received,2025-10-02 10:19:20.385133,,,0
27082,31994,3,Credit Check,2025-10-03 11:12:22.750598,,0.0,0
27083,31994,4,Approved,2025-10-03 12:49:16.044413,,0.0,0
27084,31994,5,Signed,2025-10-03 18:56:45.472728,,0.0,0
27085,31994,6,Granted,2025-10-04 08:46:36.356282,,0.0,0
27086,26024,1,Submitted,2025-11-23 17:28:00.000000,,0.0,0
27087,26024,2,Docs Received,2025-11-23 20:33:33.387716,,0.0,0
27088,26024,3,Credit Check,2025-11-24 16:52:13.130382,,0.0,0
27089,26024,4,Approved,2025-11-25 04:10:30.617851,,0.0,0
27090,26024,5,Signed,2025-11-26 05:30:05.402194,,0.0,0
27091,26024,6,Granted,2025-11-27 13:03:29.944009,,0.0,0
27092,52204,1,Submitted,2025-11-05 18:06:00.000000,,0.0,0
27093,52204,2,Docs Received,2025-11-06 17:59:41.129553,,0.0,0
27094,52204,3,Credit Check,2025-11-09 09:35:22.857977,,0.0,0
27095,52204,4,Approved,2025-11-09 21:18:11.042471,,0.0,0
27096,52204,5,Signed,2025-11-12 12:48:54.285379,,0.0,0
27097,52204,6,Granted,2025-11-12 21:25:34.622616,,0.0,0
27098,82625,1,Submitted,2025-12-26 18:21:00.000000,,0.0,0
27099,82625,2,Docs Received,2025-12-28 08:49:26.686858,,0.0,0
27100,82625,3,Credit Check,2025-12-29 09:09:34.583330,,0.0,0
27101,82625,4,Approved,2025-12-30 01:45:03.454478,,0.0,0
27102,82625,5,Signed,2025-12-30 16:11:24.083932,,0.0,0
27103,82625,6,Granted,2025-12-31 02:34:21.013229,,0.0,0
27104,22129,1,Submitted,2025-10-23 20:03:00.000000,,0.0,0
27105,42426,1,Submitted,2025-12-01 11:12:00.000000,,0.0,0
27106,71511,1,Submitted,2025-10-24 11:51:00.000000,,0.0,0
27107,48509,1,Submitted,2025-10-29 10:38:00.000000,,0.0,0
27108,92006,1,Submitted,2025-12-10 08:16:00.000000,,0.0,0
27109,47164,1,Submitted,2025-11-20 08:55:00.000000,,0.0,0
27110,47164,2,Docs Received,2025-11-21 00:44:04.716431,,0.0,0
27111,47164,3,Credit Check,2025-11-24 04:30:14.897608,,0.0,0
27112,47164,4,Approved,2025-11-24 20:59:25.813012,,0.0,0
27113,47164,5,Signed,2025-11-26 12:14:44.929414,,0.0,0
27114,47164,6,Granted,2025-11-26 13:26:44.929414,,0.0,0
27115,68926,1,Submitted,2025-10-30 20:00:00.000000,,0.0,0
27116,68926,2,Docs Received,2025-11-02 16:38:06.275935,,0.0,0
27117,68926,3,Credit Check,2025-11-03 14:10:01.020015,,0.0,0
27118,68926,4,Rejected,2025-11-04 14:21:10.083891,High debt-to-income ratio,0.0,0
27119,54119,1,Submitted,2025-11-12 09:31:00.000000,,0.0,0
27120,54119,2,Docs Received,2025-11-14 12:36:51.945389,,0.0,0
27121,54119,3,Credit Check,2025-11-18 16:10:53.146395,,0.0,0
27122,54119,4,Approved,2025-11-19 19:30:49.376443,,0.0,0
27123,54119,5,Signed,2025-11-20 12:19:07.075577,,0.0,0
27124,54119,6,Granted,2025-11-21 21:19:33.790663,,0.0,0
27125,18369,1,Submitted,2025-10-29 13:48:00.000000,,0.0,0
27126,18369,2,Docs Received,2025-10-30 08:01:37.143653,,0.0,0
27127,18369,3,Credit Check,2025-10-31 03:29:21.993433,,0.0,0
27128,18369,4,Rejected,2025-11-01 04:14:33.770263,Low credit score,0.0,0
27129,85801,1,Submitted,2025-11-13 17:51:00.000000,,0.0,0
