"loan_id","user_id","application_date","requested_amount","currency","est_credit_score","requested_term_months","loan_purpose","acquisition_channel","outcome"
65873,U99847,"2025-12-20",5100,GBP,808.0,24.0,Debt consolidation,Affiliate / Comparison Site,Granted
65880,U55735,"2025-11-04",17200,GBP,709.0,36.0,Education / tuition,Direct / App Store,Granted
65889,U38083,"2025-12-01",13250,GBP,795.0,36.0,Education / tuition,Social Media Ads,Granted
65895,U71491,"2025-10-12",5400,GBP,663.0,36.0,Other / unspecified,Referral,Pending Disbursement
65897,U17889,"2025-10-20",15400,GBP,,12.0,Wedding,Paid Search,Granted
65909,U36205,"2025-11-24",2350,GBP,648.0,6.0,Medical expenses,Social Media Ads,Granted
65913,U99374,"2025-11-28",11000,GBP,661.0,6.0,Education / tuition,Affiliate / Comparison Site,Granted
65914,U70872,"2025-10-20",8700,GBP,516.0,24.0,Medical expenses,Paid Search,Abandoned - No Documents Uploaded
65915,U13363,"2025-10-11",1300,GBP,747.0,48.0,Home improvement,Paid Search,Abandoned - Document Issues
65925,U21154,"2025-10-05",10750,GBP,665.0,6.0,Wedding,Direct / App Store,Granted
65933,U81044,"2025-10-25",8400,GBP,,36.0,Business investment,"",Abandoned - No Documents Uploaded
65935,U32657,"2025-12-23",13350,GBP,679.0,24.0,"",Social Media Ads,Rejected
65937,U13959,"2025-10-18",5750,GBP,844.0,24.0,Debt consolidation,Paid Search,Granted
65940,U68513,"2025-10-18",7900,GBP,736.0,48.0,Other / unspecified,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
65943,U96901,"2025-12-29",12400,GBP,623.0,,Medical expenses,Referral,Abandoned - No Documents Uploaded
65961,U20873,"2025-12-28",23700,GBP,396.0,,"",Organic Search,Abandoned - No Documents Uploaded
65966,U30826,"2025-11-11",15750,GBP,637.0,36.0,Debt consolidation,Direct / App Store,Granted
65969,U67770,"2025-12-07",8650,GBP,769.0,60.0,Medical expenses,Organic Search,Abandoned - No Documents Uploaded
65972,U14784,"2025-11-22",11200,GBP,486.0,24.0,Wedding,Organic Search,Rejected
65975,U60007,"2025-12-19",16900,GBP,549.0,6.0,Education / tuition,Social Media Ads,Abandoned - No Documents Uploaded
65983,U90210,"2025-11-09",7200,GBP,663.0,36.0,Car purchase,"",Abandoned - No Documents Uploaded
65985,U83934,"2025-10-21",18000,GBP,687.0,48.0,Wedding,Direct / App Store,Granted
65994,U35440,"2025-10-15",18050,GBP,755.0,6.0,Other / unspecified,Direct / App Store,Abandoned - No Documents Uploaded
65997,U99929,"2025-12-03",2350,GBP,696.0,24.0,Medical expenses,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
66007,U19121,"2025-12-08",22700,GBP,531.0,12.0,Home improvement,Organic Search,Rejected
66015,U69658,"2025-12-01",18100,GBP,614.0,24.0,Other / unspecified,Affiliate / Comparison Site,Rejected
66024,U50409,"2025-10-30",2350,GBP,624.0,12.0,Education / tuition,Organic Search,Rejected
85052,U24514,"2025-10-07",6500,GBP,543.0,24.0,"",Social Media Ads,Rejected
66029,U49972,"2025-11-15",9700,GBP,515.0,48.0,Education / tuition,Paid Search,Rejected
66034,U78654,"2025-10-24",3600,GBP,789.0,,Holiday / travel,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
66047,U87694,"2025-12-19",12350,GBP,697.0,,Car purchase,Affiliate / Comparison Site,Granted
66064,U50258,"2025-12-20",5700,GBP,654.0,12.0,Home improvement,Paid Search,Granted
66065,U77965,"2025-11-06",9500,GBP,564.0,6.0,Holiday / travel,Paid Search,Granted
66078,U54859,"2025-12-09",8800,GBP,667.0,,Home improvement,Paid Search,Abandoned - Document Issues
66092,U21112,"2025-11-19",2250,GBP,755.0,24.0,Medical expenses,Organic Search,Granted
66099,U22981,"2025-10-03",9700,GBP,,12.0,Education / tuition,Direct / App Store,Abandoned - No Documents Uploaded
66109,U23477,"2025-10-04",5250,GBP,645.0,48.0,Other / unspecified,Direct / App Store,Granted
66118,U23861,"2025-10-06",11350,GBP,752.0,24.0,Holiday / travel,"",Abandoned - Document Issues
66130,U94346,"2025-12-28",14100,GBP,,12.0,"",Organic Search,Rejected
66134,U76303,"2025-11-30",4700,GBP,733.0,6.0,Wedding,Referral,Granted
66139,U21951,"2025-10-03",13350,GBP,660.0,,Holiday / travel,Referral,Abandoned - Document Issues
66141,U75999,"2025-12-12",10150,GBP,690.0,24.0,Holiday / travel,Social Media Ads,Abandoned - No Documents Uploaded
66142,U66823,"2025-11-20",20350,GBP,570.0,48.0,"",Paid Search,Abandoned - No Documents Uploaded
66144,U31191,"2025-12-09",16450,GBP,591.0,12.0,Other / unspecified,Referral,Rejected
66152,U86765,"2025-12-24",15550,GBP,625.0,6.0,Medical expenses,Paid Search,Abandoned - No Documents Uploaded
66155,U19667,"2025-10-20",13050,GBP,753.0,60.0,Wedding,Referral,Granted
66156,U93286,"2025-10-01",7750,GBP,735.0,6.0,"",Affiliate / Comparison Site,Abandoned - No Documents Uploaded
66162,U32691,"2025-11-13",1900,GBP,627.0,36.0,Car purchase,Referral,Abandoned - No Documents Uploaded
66177,U81592,"2025-10-15",1100,GBP,850.0,12.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
66179,U45836,"2025-11-22",4450,GBP,541.0,12.0,Home improvement,Social Media Ads,Granted
98569,U33538,"2025-11-02",500,GBP,460.0,12.0,Other / unspecified,"",Rejected
66184,U97733,"2025-10-10",13950,GBP,714.0,36.0,Debt consolidation,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
66189,U38161,"2025-11-13",7300,GBP,689.0,48.0,Home improvement,Referral,Rejected
66192,U88912,"2025-10-14",9250,GBP,632.0,6.0,Wedding,Direct / App Store,Abandoned - No Documents Uploaded
66194,U68673,"2025-11-24",13050,GBP,582.0,24.0,Medical expenses,Paid Search,Rejected
66203,U51698,"2025-11-01",16550,GBP,582.0,,Debt consolidation,"",Rejected
66209,U26386,"2025-11-13",14350,GBP,756.0,24.0,Home improvement,Paid Search,Abandoned - Document Issues
66216,U43463,"2025-11-03",15750,GBP,772.0,24.0,Holiday / travel,Paid Search,Abandoned - No Documents Uploaded
66222,U54048,"2025-10-10",5450,GBP,704.0,36.0,Wedding,Social Media Ads,Rejected
66223,U53758,"2025-10-08",21550,GBP,763.0,,Home improvement,Affiliate / Comparison Site,Granted
66233,U32393,"2025-11-28",22350,GBP,601.0,24.0,Other / unspecified,"",Abandoned - No Documents Uploaded
66234,U38829,"2025-10-01",4400,GBP,654.0,24.0,Home improvement,Social Media Ads,Granted
66244,U83659,"2025-11-24",5650,GBP,544.0,60.0,"",Affiliate / Comparison Site,Rejected
66253,U50549,"2025-11-24",6500,GBP,641.0,6.0,Education / tuition,Paid Search,Abandoned - Document Issues
66256,U85449,"2025-12-07",500,GBP,579.0,36.0,"",Affiliate / Comparison Site,Rejected
66257,U82703,"2025-11-22",2700,GBP,833.0,36.0,Wedding,Direct / App Store,Granted
66259,U64237,"2025-12-15",6200,GBP,,12.0,Wedding,Paid Search,Granted
66262,U37195,"2025-11-16",3150,GBP,689.0,12.0,Other / unspecified,Affiliate / Comparison Site,Granted
66274,U44480,"2025-12-19",6000,GBP,635.0,24.0,Wedding,"",Rejected
66277,U64531,"2025-10-10",1750,GBP,639.0,60.0,Business investment,Referral,Abandoned - No Documents Uploaded
66278,U77829,"2025-10-20",6400,GBP,673.0,48.0,Debt consolidation,"",Abandoned - No Documents Uploaded
66281,U83580,"2025-11-11",5650,GBP,526.0,36.0,Debt consolidation,Paid Search,Rejected
66283,U38913,"2025-10-18",12300,GBP,665.0,,Education / tuition,Social Media Ads,Rejected
66289,U73133,"2025-10-24",8300,GBP,669.0,24.0,"",Social Media Ads,Granted
66291,U18570,"2025-10-10",15500,GBP,708.0,36.0,Home improvement,"",Abandoned - Document Issues
66301,U27657,"2025-10-28",15800,GBP,751.0,24.0,Business investment,Organic Search,Granted
66310,U94407,"2025-10-18",1150,GBP,708.0,24.0,Car purchase,Direct / App Store,Abandoned - No Documents Uploaded
66326,U21797,"2025-11-27",5950,GBP,573.0,12.0,Holiday / travel,Social Media Ads,Abandoned - No Documents Uploaded
66335,U95626,"2025-12-06",7400,GBP,715.0,6.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
66336,U25947,"2025-11-24",4100,GBP,735.0,48.0,Holiday / travel,Organic Search,Granted
66341,U28763,"2025-12-22",12700,GBP,724.0,60.0,Home improvement,Social Media Ads,Abandoned - No Documents Uploaded
66343,U76644,"2025-11-25",1550,GBP,708.0,60.0,Wedding,Social Media Ads,Granted
66350,U24180,"2025-10-15",16950,GBP,825.0,24.0,"",Affiliate / Comparison Site,Abandoned - Document Issues
66354,U51267,"2025-11-23",16300,GBP,637.0,6.0,Wedding,Affiliate / Comparison Site,Abandoned - Document Issues
66367,U68318,"2025-12-06",11600,GBP,740.0,24.0,Debt consolidation,"",Abandoned - No Documents Uploaded
66377,U53988,"2025-11-29",25000,GBP,654.0,36.0,Wedding,Social Media Ads,Rejected
66380,U49817,"2025-10-09",3900,GBP,636.0,24.0,Wedding,"",Abandoned - No Documents Uploaded
66382,U98604,"2025-12-11",11150,GBP,606.0,24.0,"",Referral,Abandoned - Post Approval
66383,U60399,"2025-10-07",5700,GBP,750.0,12.0,Holiday / travel,Organic Search,Abandoned - Post Approval
66391,U60664,"2025-12-02",15450,GBP,511.0,36.0,Holiday / travel,Social Media Ads,Abandoned - No Documents Uploaded
66396,U66584,"2025-11-10",22450,GBP,593.0,60.0,Holiday / travel,"",Granted
66397,U10957,"2025-10-02",15850,GBP,514.0,12.0,Debt consolidation,Paid Search,Abandoned - Document Issues
66401,U33733,"2025-12-12",6950,GBP,683.0,24.0,Holiday / travel,"",Granted
66415,U53191,"2025-12-14",2850,GBP,563.0,48.0,Home improvement,"",Rejected
66420,U21810,"2025-12-01",4700,GBP,661.0,,Business investment,Organic Search,Granted
66425,U31132,"2025-12-19",10650,GBP,628.0,48.0,Wedding,"",Granted
66427,U60598,"2025-12-19",7300,GBP,653.0,36.0,Medical expenses,Social Media Ads,Rejected
66434,U23046,"2025-11-05",10000,GBP,668.0,48.0,Debt consolidation,"",Abandoned - No Documents Uploaded
66436,U22752,"2025-12-14",3400,GBP,675.0,48.0,"",Organic Search,Rejected
66440,U54578,"2025-12-03",10300,GBP,588.0,24.0,Education / tuition,Direct / App Store,Rejected
66442,U73025,"2025-10-05",19650,GBP,689.0,12.0,Debt consolidation,Social Media Ads,Abandoned - Post Approval
66449,U12655,"2025-10-07",6900,GBP,,12.0,Business investment,Social Media Ads,Granted
66451,U43108,"2025-11-12",9350,GBP,695.0,6.0,Debt consolidation,Referral,Rejected
66466,U95167,"2025-10-04",19750,GBP,562.0,60.0,Holiday / travel,Direct / App Store,Granted
66475,U90299,"2025-11-24",950,GBP,826.0,6.0,Debt consolidation,"",Granted
66477,U37358,"2025-11-30",25000,GBP,583.0,12.0,Holiday / travel,Referral,Rejected
66478,U62057,"2025-10-13",24550,GBP,779.0,,Car purchase,Direct / App Store,Granted
66479,U35869,"2025-12-08",18150,GBP,,,Holiday / travel,Direct / App Store,Rejected
66483,U54039,"2025-12-13",17500,GBP,541.0,36.0,Wedding,"",Rejected
66493,U17978,"2025-11-14",3350,GBP,771.0,60.0,Car purchase,Affiliate / Comparison Site,Granted
66507,U92760,"2025-12-11",18150,GBP,366.0,36.0,Wedding,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
66522,U84060,"2025-10-07",10000,GBP,582.0,48.0,Education / tuition,Paid Search,Abandoned - No Documents Uploaded
66533,U29183,"2025-12-18",14050,GBP,802.0,36.0,Car purchase,Referral,Granted
66550,U69953,"2025-10-09",16900,GBP,,6.0,"",Paid Search,Abandoned - No Documents Uploaded
66556,U46409,"2025-11-14",3450,GBP,614.0,36.0,Holiday / travel,Social Media Ads,Abandoned - No Documents Uploaded
66560,U88230,"2025-11-26",11550,GBP,627.0,12.0,Other / unspecified,"",Rejected
66563,U12552,"2025-12-18",4600,GBP,729.0,12.0,Holiday / travel,Organic Search,Granted
66564,U34858,"2025-11-21",12050,GBP,644.0,12.0,Other / unspecified,Affiliate / Comparison Site,Granted
66602,U68702,"2025-10-06",3850,GBP,604.0,6.0,Home improvement,Paid Search,Granted
67273,U29360,"2025-10-31",5500,GBP,585.0,,Wedding,"",Abandoned - No Documents Uploaded
66605,U70765,"2025-12-19",24450,GBP,769.0,24.0,Business investment,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
66610,U22196,"2025-10-06",11300,GBP,,48.0,Wedding,"",Rejected
66616,U28392,"2025-11-17",8050,GBP,687.0,60.0,Home improvement,Organic Search,Abandoned - No Documents Uploaded
66618,U75691,"2025-12-04",18400,GBP,492.0,24.0,Debt consolidation,Social Media Ads,Rejected
66641,U95948,"2025-11-19",10450,GBP,661.0,36.0,Wedding,Organic Search,Abandoned - No Documents Uploaded
66647,U43542,"2025-11-21",1550,GBP,654.0,12.0,Medical expenses,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
66649,U20141,"2025-10-17",25000,GBP,634.0,36.0,Home improvement,"",Abandoned - Document Issues
66651,U66027,"2025-12-27",2000,GBP,605.0,12.0,Home improvement,Organic Search,Abandoned - No Documents Uploaded
66655,U98960,"2025-10-20",17100,GBP,587.0,24.0,Wedding,Direct / App Store,Rejected
66658,U12026,"2025-10-24",5500,GBP,567.0,48.0,Business investment,Organic Search,Abandoned - Document Issues
66662,U71578,"2025-11-11",5050,GBP,758.0,12.0,Business investment,Organic Search,Granted
66668,U42585,"2025-11-26",14000,GBP,850.0,36.0,Medical expenses,Social Media Ads,Abandoned - No Documents Uploaded
66678,U36816,"2025-11-10",6900,GBP,549.0,12.0,"",Referral,Rejected
66679,U23173,"2025-10-09",17700,GBP,489.0,12.0,Other / unspecified,Organic Search,Rejected
66681,U20385,"2025-10-05",8800,GBP,760.0,24.0,"",Direct / App Store,Abandoned - No Documents Uploaded
66682,U95781,"2025-12-20",12850,GBP,581.0,60.0,Medical expenses,Direct / App Store,Rejected
66683,U68267,"2025-10-04",1450,GBP,728.0,24.0,Wedding,Direct / App Store,Granted
66691,U82423,"2025-11-04",16150,GBP,,36.0,Wedding,Social Media Ads,Rejected
66698,U72970,"2025-12-06",18250,GBP,629.0,12.0,Home improvement,Social Media Ads,Granted
66706,U56994,"2025-10-21",5750,GBP,813.0,36.0,Home improvement,Direct / App Store,Granted
66710,U41828,"2025-10-02",12900,GBP,,12.0,Education / tuition,Organic Search,Abandoned - No Documents Uploaded
66722,U90535,"2025-10-26",4650,GBP,625.0,6.0,Medical expenses,Organic Search,Rejected
66728,U30417,"2025-10-08",9900,GBP,701.0,6.0,Holiday / travel,Paid Search,Rejected
66736,U65724,"2025-10-29",21900,GBP,435.0,12.0,Wedding,Referral,Rejected
66740,U66170,"2025-12-22",12750,GBP,466.0,24.0,Business investment,Paid Search,Rejected
66743,U91192,"2025-10-26",7600,GBP,464.0,6.0,Other / unspecified,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
66746,U83526,"2025-11-19",9200,GBP,,12.0,Holiday / travel,Social Media Ads,Pending Disbursement
66748,U20438,"2025-12-06",3400,GBP,638.0,36.0,Medical expenses,Direct / App Store,Abandoned - No Documents Uploaded
66751,U53810,"2025-11-12",6950,GBP,610.0,12.0,Holiday / travel,Organic Search,Rejected
66766,U83697,"2025-10-17",10100,GBP,658.0,48.0,Holiday / travel,"",Granted
66768,U90676,"2025-12-07",14000,GBP,579.0,24.0,Home improvement,Organic Search,Rejected
66771,U28150,"2025-11-17",1500,GBP,850.0,12.0,Business investment,Referral,Abandoned - No Documents Uploaded
66772,U99753,"2025-10-10",15050,GBP,601.0,12.0,Car purchase,Paid Search,Abandoned - No Documents Uploaded
66784,U69911,"2025-12-23",14750,GBP,616.0,12.0,Medical expenses,Paid Search,Rejected
66785,U56705,"2025-10-10",8100,GBP,729.0,,Car purchase,Affiliate / Comparison Site,Pending Disbursement
66786,U65864,"2025-10-28",2450,GBP,543.0,24.0,Business investment,Referral,Rejected
66791,U34310,"2025-10-03",16300,GBP,649.0,24.0,Wedding,Direct / App Store,Abandoned - Document Issues
66793,U36088,"2025-11-17",4650,GBP,642.0,12.0,Wedding,Organic Search,Abandoned - No Documents Uploaded
66797,U66816,"2025-12-09",7700,GBP,676.0,24.0,Holiday / travel,Paid Search,Rejected
66802,U79849,"2025-10-27",9200,GBP,709.0,,Debt consolidation,Direct / App Store,Abandoned - No Documents Uploaded
66808,U68862,"2025-12-04",6800,GBP,679.0,24.0,Home improvement,Referral,Pending Disbursement
66823,U48288,"2025-10-30",2950,GBP,,24.0,"",Paid Search,Granted
66852,U43326,"2025-10-08",22800,GBP,,24.0,Holiday / travel,Affiliate / Comparison Site,Abandoned - Document Issues
66854,U99830,"2025-11-30",18650,GBP,470.0,,Home improvement,Social Media Ads,Abandoned - Document Issues
66856,U96823,"2025-11-22",5800,GBP,629.0,6.0,"",Paid Search,Rejected
66865,U21010,"2025-11-18",4800,GBP,749.0,,Medical expenses,Direct / App Store,Granted
66872,U56463,"2025-11-24",2850,GBP,680.0,,Medical expenses,Organic Search,Granted
66874,U57804,"2025-12-08",1000,GBP,669.0,60.0,Other / unspecified,Organic Search,Abandoned - No Documents Uploaded
66875,U96420,"2025-11-09",8100,GBP,664.0,24.0,Home improvement,Paid Search,Rejected
66879,U38535,"2025-10-27",11000,GBP,572.0,60.0,Other / unspecified,Social Media Ads,Granted
66885,U24389,"2025-10-05",18350,GBP,377.0,36.0,Wedding,Direct / App Store,Abandoned - Document Issues
66887,U57869,"2025-10-25",19150,GBP,721.0,36.0,"",Direct / App Store,Abandoned - Document Issues
66888,U38770,"2025-12-17",17100,GBP,823.0,48.0,Education / tuition,Social Media Ads,Abandoned - No Documents Uploaded
66895,U21611,"2025-10-27",6200,GBP,684.0,6.0,Wedding,Referral,Rejected
66896,U33531,"2025-11-25",9800,GBP,721.0,60.0,Home improvement,Paid Search,Granted
66897,U63906,"2025-12-08",14600,GBP,629.0,48.0,Holiday / travel,Organic Search,Rejected
66900,U76345,"2025-12-31",5500,GBP,675.0,12.0,Business investment,Paid Search,Abandoned - Post Approval
66903,U37838,"2025-11-11",3850,GBP,647.0,12.0,Education / tuition,Direct / App Store,Abandoned - Document Issues
66904,U44390,"2025-11-11",20650,GBP,657.0,24.0,Wedding,Affiliate / Comparison Site,Abandoned - Document Issues
66908,U24906,"2025-11-19",4850,GBP,503.0,48.0,Holiday / travel,Organic Search,Rejected
66913,U51680,"2025-12-26",4500,GBP,656.0,,Holiday / travel,Paid Search,Granted
66916,U92005,"2025-10-11",500,GBP,528.0,12.0,Home improvement,Organic Search,Rejected
66917,U38971,"2025-11-01",500,GBP,774.0,24.0,Medical expenses,Organic Search,Abandoned - No Documents Uploaded
66924,U65717,"2025-12-21",12050,GBP,539.0,24.0,Education / tuition,Referral,Granted
66930,U90761,"2025-10-08",14200,GBP,698.0,36.0,Holiday / travel,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
66936,U20632,"2025-11-18",4550,GBP,719.0,6.0,Other / unspecified,"",Granted
67288,U50963,"2025-10-08",25000,GBP,494.0,12.0,Debt consolidation,"",Rejected
66937,U90343,"2025-11-17",20000,GBP,,6.0,Medical expenses,Organic Search,Abandoned - No Documents Uploaded
66942,U31279,"2025-10-21",14850,GBP,561.0,,"",Direct / App Store,Abandoned - No Documents Uploaded
66944,U64001,"2025-10-10",7700,GBP,640.0,24.0,Holiday / travel,Paid Search,Abandoned - No Documents Uploaded
66957,U82558,"2025-12-30",3850,GBP,572.0,36.0,Other / unspecified,Organic Search,Abandoned - No Documents Uploaded
66960,U94840,"2025-11-19",12650,GBP,675.0,12.0,Medical expenses,Organic Search,Granted
66967,U14244,"2025-12-30",9750,GBP,699.0,36.0,Debt consolidation,Direct / App Store,Abandoned - No Documents Uploaded
66972,U90333,"2025-10-07",1300,GBP,818.0,24.0,Holiday / travel,Referral,Abandoned - No Documents Uploaded
66973,U19724,"2025-12-10",3400,GBP,785.0,36.0,Medical expenses,Direct / App Store,Granted
66975,U70412,"2025-12-08",10150,GBP,738.0,60.0,Education / tuition,Referral,Abandoned - Post Approval
66976,U60817,"2025-11-24",7300,GBP,684.0,12.0,Education / tuition,Direct / App Store,Rejected
66981,U79148,"2025-10-18",2200,GBP,462.0,48.0,Holiday / travel,Social Media Ads,Rejected
66986,U58759,"2025-11-05",19500,GBP,773.0,6.0,Holiday / travel,"",Granted
66989,U29879,"2025-11-13",6300,GBP,704.0,36.0,Medical expenses,Paid Search,Rejected
66992,U49524,"2025-11-18",4400,GBP,570.0,12.0,Home improvement,"",Abandoned - No Documents Uploaded
66998,U91810,"2025-12-01",500,GBP,586.0,24.0,Holiday / travel,Paid Search,Granted
67018,U98358,"2025-11-06",4400,GBP,575.0,48.0,Wedding,Organic Search,Granted
67020,U94772,"2025-11-18",25000,GBP,582.0,6.0,Wedding,Direct / App Store,Rejected
67024,U38443,"2025-10-12",14300,GBP,813.0,6.0,Medical expenses,"",Granted
67026,U77058,"2025-10-04",6950,GBP,823.0,48.0,Wedding,"",Abandoned - Document Issues
67028,U56849,"2025-10-04",4400,GBP,629.0,12.0,Wedding,Referral,Abandoned - Document Issues
67031,U17988,"2025-10-16",15900,GBP,501.0,48.0,Education / tuition,Direct / App Store,Rejected
67033,U42732,"2025-11-05",10100,GBP,686.0,6.0,Debt consolidation,Social Media Ads,Rejected
67039,U27278,"2025-10-24",5450,GBP,524.0,24.0,Car purchase,Organic Search,Rejected
67051,U35534,"2025-11-21",14700,GBP,,6.0,"",Social Media Ads,Abandoned - Document Issues
67072,U13637,"2025-10-30",10500,GBP,692.0,48.0,Wedding,Organic Search,Rejected
67073,U29105,"2025-12-24",6900,GBP,619.0,36.0,"",Referral,Abandoned - Document Issues
67075,U94133,"2025-10-24",16250,GBP,670.0,36.0,Medical expenses,Paid Search,Granted
67078,U89518,"2025-12-06",6350,GBP,685.0,12.0,Medical expenses,Organic Search,Granted
67079,U65844,"2025-11-07",15350,GBP,730.0,36.0,Education / tuition,"",Granted
67085,U13282,"2025-10-03",3150,GBP,533.0,,Education / tuition,"",Rejected
67086,U72734,"2025-12-20",17150,GBP,,,Home improvement,Affiliate / Comparison Site,Rejected
67087,U26358,"2025-12-23",4100,GBP,633.0,36.0,Business investment,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
67089,U16589,"2025-10-04",5150,GBP,669.0,60.0,Wedding,Paid Search,Abandoned - Document Issues
67090,U78294,"2025-10-07",8400,GBP,607.0,24.0,Home improvement,Social Media Ads,Granted
67102,U63014,"2025-10-26",18300,GBP,707.0,48.0,Debt consolidation,"",Abandoned - No Documents Uploaded
67107,U92299,"2025-12-08",6800,GBP,504.0,24.0,"",Social Media Ads,Abandoned - No Documents Uploaded
67117,U21147,"2025-10-16",3600,GBP,601.0,36.0,Debt consolidation,Referral,Granted
67121,U71639,"2025-10-10",4250,GBP,770.0,6.0,Education / tuition,Referral,Granted
67134,U17993,"2025-11-13",20400,GBP,625.0,24.0,Business investment,Organic Search,Abandoned - No Documents Uploaded
67140,U32308,"2025-12-19",5350,GBP,766.0,24.0,Education / tuition,Paid Search,Granted
67145,U31322,"2025-12-10",7100,GBP,,48.0,Holiday / travel,Referral,Abandoned - No Documents Uploaded
67147,U46475,"2025-11-03",17300,GBP,536.0,60.0,Medical expenses,Affiliate / Comparison Site,Rejected
67148,U42451,"2025-11-09",19600,GBP,531.0,60.0,Medical expenses,Affiliate / Comparison Site,Rejected
67151,U37453,"2025-10-20",13950,GBP,755.0,36.0,Other / unspecified,"",Abandoned - No Documents Uploaded
67154,U36652,"2025-11-14",6000,GBP,749.0,24.0,Education / tuition,Social Media Ads,Pending Disbursement
67156,U66307,"2025-10-15",5150,GBP,,,Medical expenses,Organic Search,Granted
67166,U88886,"2025-10-27",8350,GBP,800.0,12.0,Other / unspecified,Referral,Granted
67169,U55018,"2025-10-12",5650,GBP,513.0,12.0,Wedding,"",Abandoned - No Documents Uploaded
67174,U39149,"2025-11-20",7200,GBP,563.0,24.0,"",Organic Search,Rejected
67179,U44913,"2025-10-24",9400,GBP,559.0,24.0,"",Organic Search,Abandoned - Document Issues
67180,U31474,"2025-12-18",2600,GBP,693.0,36.0,Holiday / travel,Organic Search,Abandoned - Document Issues
67198,U60192,"2025-10-18",6400,GBP,640.0,12.0,Debt consolidation,Organic Search,Rejected
67200,U51600,"2025-11-06",14250,GBP,749.0,36.0,Medical expenses,Direct / App Store,Granted
67206,U93567,"2025-10-30",16350,GBP,455.0,48.0,Holiday / travel,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
67213,U40631,"2025-10-14",10200,GBP,673.0,12.0,Other / unspecified,Organic Search,Granted
67218,U19037,"2025-10-07",9450,GBP,726.0,36.0,"",Social Media Ads,Abandoned - No Documents Uploaded
67219,U79365,"2025-10-18",4150,GBP,,,Home improvement,Social Media Ads,Abandoned - No Documents Uploaded
67222,U92726,"2025-12-13",7100,GBP,594.0,12.0,Education / tuition,Paid Search,Rejected
67224,U21066,"2025-11-20",950,GBP,632.0,12.0,Medical expenses,Paid Search,Rejected
67227,U73110,"2025-12-11",2200,GBP,752.0,24.0,Holiday / travel,Referral,Granted
67228,U51504,"2025-11-11",1750,GBP,601.0,6.0,Education / tuition,Organic Search,Granted
67231,U32067,"2025-11-01",3800,GBP,659.0,12.0,"","",Abandoned - Document Issues
67242,U54948,"2025-11-18",18400,GBP,692.0,6.0,"",Paid Search,Rejected
67244,U90488,"2025-11-27",9700,GBP,809.0,6.0,Home improvement,Organic Search,Granted
67247,U55926,"2025-11-21",7400,GBP,585.0,48.0,Debt consolidation,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
67258,U10588,"2025-10-30",15950,GBP,831.0,48.0,Education / tuition,Paid Search,Granted
67264,U31461,"2025-10-19",24950,GBP,600.0,12.0,Business investment,Affiliate / Comparison Site,Abandoned - Post Approval
67265,U53165,"2025-10-08",9300,GBP,640.0,36.0,Holiday / travel,Affiliate / Comparison Site,Rejected
67272,U14092,"2025-11-04",11100,GBP,733.0,24.0,Wedding,Direct / App Store,Pending Disbursement
67298,U75653,"2025-10-31",4100,GBP,,12.0,Holiday / travel,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
67301,U61766,"2025-11-12",23800,GBP,637.0,12.0,Other / unspecified,Social Media Ads,Granted
67304,U90700,"2025-11-26",850,GBP,640.0,36.0,Home improvement,Direct / App Store,Abandoned - Post Approval
67305,U64809,"2025-10-04",12350,GBP,770.0,12.0,Holiday / travel,Referral,Abandoned - No Documents Uploaded
67309,U34242,"2025-12-17",22200,GBP,689.0,6.0,Car purchase,"",Rejected
67312,U36596,"2025-10-22",8100,GBP,714.0,12.0,Education / tuition,Organic Search,Abandoned - Document Issues
67313,U80856,"2025-10-31",21750,GBP,690.0,48.0,Medical expenses,"",Abandoned - No Documents Uploaded
67314,U81773,"2025-10-23",23050,GBP,531.0,12.0,Business investment,Social Media Ads,Abandoned - No Documents Uploaded
67318,U16610,"2025-11-21",7950,GBP,607.0,48.0,Car purchase,Direct / App Store,Granted
67319,U94254,"2025-11-08",21950,GBP,672.0,12.0,Holiday / travel,"",Abandoned - No Documents Uploaded
67322,U31364,"2025-11-25",7900,GBP,617.0,48.0,Wedding,"",Granted
67324,U21637,"2025-12-29",2500,GBP,590.0,12.0,Holiday / travel,Direct / App Store,Granted
67330,U77492,"2025-12-27",10250,GBP,692.0,36.0,Car purchase,Affiliate / Comparison Site,Abandoned - Document Issues
67332,U66268,"2025-11-02",12550,GBP,774.0,48.0,Wedding,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
67335,U70683,"2025-12-25",4850,GBP,520.0,,Debt consolidation,Referral,Rejected
