"loan_id","risk_decision","risk_segment","rejection_reason","approved_amount","granted_amount","estimated_interest","final_interest_rate","loan_status","charge_off_flag","charge_off_date"
58289,Approved,Low Risk,,5250.0,5250.0,7.28,7.27,Granted,0,
58293,Approved,Standard Risk,,18900.0,18900.0,13.41,14.04,Granted,0,
58297,,Standard Risk,,,,,,Submitted,0,
58301,,High Risk,,,,,,Submitted,0,
58302,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
58303,Rejected,High Risk,Low credit score,,,,,Rejected,0,
58306,Rejected,High Risk,Low credit score,,,,,Rejected,0,
58307,Approved,Standard Risk,,2800.0,,11.88,,Approved,0,
58314,Rejected,High Risk,Other,,,,,Rejected,0,
58327,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
58328,,High Risk,,,,,,Submitted,0,
58329,,High Risk,,,,,,Submitted,0,
58330,Approved,Low Risk,,12100.0,,6.82,,Approved,0,
58335,,Standard Risk,,,,,,Submitted,0,
58336,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
58347,,High Risk,,,,,,Docs Received,0,
58349,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
58354,Approved,Standard Risk,,24900.0,24900.0,10.56,10.62,Granted,0,
58359,,High Risk,,,,,,Submitted,0,
58367,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
58370,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
58372,,High Risk,,,,,,Submitted,0,
58377,,Low Risk,,,,,,Submitted,0,
58384,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
58388,,High Risk,,,,,,Docs Received,0,
58394,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
58396,Approved,Low Risk,,24650.0,24650.0,4.75,5.07,Granted,0,
58398,,Low Risk,,,,,,Submitted,0,
58402,Approved,Standard Risk,,15400.0,15400.0,14.72,14.48,Granted,0,
58420,Rejected,High Risk,Low credit score,,,,,Rejected,0,
58422,,Standard Risk,,,,,,Submitted,0,
58425,,High Risk,,,,,,Docs Received,0,
58426,,Standard Risk,,,,,,Submitted,0,
58427,,Low Risk,,,,,,Submitted,0,
58429,,Low Risk,,,,,,Submitted,0,
58432,Rejected,High Risk,Low credit score,,,,,Rejected,0,
58437,,Standard Risk,,,,,,Submitted,0,
58452,,High Risk,,,,,,Submitted,0,
58458,Rejected,High Risk,Low credit score,,,,,Rejected,0,
58460,Approved,Standard Risk,,6050.0,6050.0,14.36,14.78,Granted,0,
58469,Approved,Low Risk,,8000.0,,5.23,,Signed,0,
58473,,Low Risk,,,,,,Submitted,0,
58479,Rejected,High Risk,Other,,,,,Rejected,0,
58486,,Standard Risk,,,,,,Docs Received,0,
58488,,Low Risk,,,,,,Submitted,0,
58489,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
58490,,Standard Risk,,,,,,Submitted,0,
58491,Approved,,,20000.0,20000.0,10.29,11.33,Granted,0,
58496,Approved,Low Risk,,4850.0,4850.0,5.22,4.38,Granted,0,
58502,Approved,Low Risk,,8650.0,8650.0,6.09,,Granted,0,
58507,,Low Risk,,,,,,Submitted,0,
58515,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
58519,,High Risk,,,,,,Submitted,0,
58524,,Standard Risk,,,,,,Submitted,0,
58526,,Low Risk,,,,,,Docs Received,0,
58533,Approved,Standard Risk,,6150.0,,10.24,10.93,Signed,0,
58535,Approved,Standard Risk,,9050.0,,13.12,,Approved,0,
58536,Rejected,,Other,,,,,Rejected,0,
58537,,Low Risk,,,,,,Docs Received,0,
58545,Approved,Low Risk,,8050.0,8050.0,4.16,3.89,Granted,0,
58552,Rejected,High Risk,Low credit score,,,,,Rejected,0,
58556,Approved,Standard Risk,,8260.0,8260.0,10.54,10.54,Granted,0,
58567,Approved,Low Risk,,7460.0,7460.0,5.35,,Granted,0,
58569,,High Risk,,,,,,Submitted,0,
58571,,Low Risk,,,,,,Submitted,0,
58591,Approved,Standard Risk,,1870.0,1870.0,13.88,,Granted,0,
58596,Approved,Standard Risk,,25000.0,25000.0,9.09,8.29,Granted,0,
58598,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
58609,,,,,,,,Submitted,0,
58611,,Low Risk,,,,,,Submitted,0,
58617,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
58622,Approved,Standard Risk,,11700.0,11700.0,14.78,14.29,Granted,1,"2026-02-25"
58623,Approved,Low Risk,,8300.0,8300.0,5.0,4.02,Granted,0,
58642,Approved,Low Risk,,13850.0,13850.0,4.46,5.48,Granted,0,
58651,Approved,Standard Risk,,13450.0,13450.0,13.7,13.5,Granted,0,
58656,,Standard Risk,,,,,,Submitted,0,
58659,,,,,,,,Submitted,0,
58660,Rejected,Low Risk,Other,,,,,Rejected,0,
58676,Approved,Low Risk,,8200.0,8200.0,7.56,7.1,Granted,0,
58679,,Standard Risk,,,,,,Docs Received,0,
58680,,Standard Risk,,,,,,Submitted,0,
58684,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
58685,Approved,Standard Risk,,15400.0,15400.0,10.43,10.86,Granted,0,
58688,Approved,Low Risk,,7450.0,,4.2,4.7,Signed,0,
58694,,Low Risk,,,,,,Submitted,0,
58696,,Standard Risk,,,,,,Submitted,0,
58716,Approved,Standard Risk,,16400.0,16400.0,13.54,13.75,Granted,0,
58722,,Standard Risk,,,,,,Submitted,0,
58729,,High Risk,,,,,,Docs Received,0,
58730,Approved,Standard Risk,,2200.0,,12.85,,Approved,0,
58735,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
58737,,Standard Risk,,,,,,Submitted,0,
58738,,High Risk,,,,,,Docs Received,0,
58741,,High Risk,,,,,,Submitted,0,
58753,Rejected,High Risk,Other,,,,,Rejected,0,
58756,Approved,Low Risk,,950.0,950.0,4.86,,Granted,0,
58760,,High Risk,,,,,,Docs Received,0,
58762,Rejected,High Risk,Low credit score,,,,,Rejected,0,
58772,,High Risk,,,,,,Submitted,0,
58774,,High Risk,,,,,,Docs Received,0,
58785,Approved,Standard Risk,,16550.0,,13.2,12.32,Signed,0,
58805,Approved,High Risk,,9350.0,9350.0,24.37,24.65,Granted,0,
58811,Approved,Low Risk,,10970.0,,7.56,,Approved,0,
58812,Approved,Low Risk,,14500.0,14500.0,5.63,6.01,Granted,0,
58815,Approved,,,10250.0,10250.0,9.37,9.53,Granted,0,
58818,Rejected,Standard Risk,Other,,,,,Rejected,0,
58820,,High Risk,,,,,,Docs Received,0,
58824,Approved,Low Risk,,24800.0,,5.07,,Approved,0,
58827,,Low Risk,,,,,,Docs Received,0,
58850,,Low Risk,,,,,,Submitted,0,
58857,,High Risk,,,,,,Docs Received,0,
58869,Rejected,High Risk,Other,,,,,Rejected,0,
58877,,Standard Risk,,,,,,Docs Received,0,
58879,,Standard Risk,,,,,,Docs Received,0,
58880,,Low Risk,,,,,,Submitted,0,
58882,,Low Risk,,,,,,Submitted,0,
58886,,Low Risk,,,,,,Submitted,0,
58892,,Standard Risk,,,,,,Submitted,0,
58893,Rejected,High Risk,Low credit score,,,,,Rejected,0,
58894,Approved,Standard Risk,,6150.0,6150.0,10.24,10.49,Granted,0,
58897,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
58903,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
58913,Approved,Standard Risk,,3350.0,3350.0,9.5,9.49,Granted,0,
58914,Approved,Standard Risk,,4200.0,4200.0,11.85,11.06,Granted,0,
58932,Approved,Low Risk,,6150.0,,6.57,,Approved,0,
58947,Rejected,High Risk,Low credit score,,,,,Rejected,0,
58956,Rejected,High Risk,Low credit score,,,,,Rejected,0,
58966,,Low Risk,,,,,,Submitted,0,
58969,Approved,Standard Risk,,17850.0,17850.0,,15.71,Granted,0,
58972,Approved,Standard Risk,,6000.0,6000.0,,12.96,Granted,0,
58977,Approved,Low Risk,,8540.0,8540.0,7.17,6.86,Granted,0,
58979,Approved,High Risk,,5200.0,5200.0,28.35,28.88,Granted,0,
58983,Approved,Standard Risk,,7050.0,7050.0,10.22,,Granted,0,
58985,,High Risk,,,,,,Docs Received,0,
59006,,High Risk,,,,,,Docs Received,0,
59007,,Standard Risk,,,,,,Submitted,0,
59009,Approved,Low Risk,,8050.0,8050.0,6.46,6.06,Granted,0,
59013,,High Risk,,,,,,Submitted,0,
59017,Approved,Standard Risk,,1300.0,1300.0,14.19,15.49,Granted,0,
59020,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59033,,Low Risk,,,,,,Submitted,0,
59039,,Standard Risk,,,,,,Submitted,0,
59041,,Low Risk,,,,,,Docs Received,0,
59045,,Standard Risk,,,,,,Submitted,0,
59046,,Low Risk,,,,,,Submitted,0,
59053,Approved,Low Risk,,5750.0,5750.0,5.9,5.08,Granted,0,
59055,,High Risk,,,,,,Submitted,0,
59059,,High Risk,,,,,,Docs Received,0,
59060,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
59063,,High Risk,,,,,,Submitted,0,
59068,Approved,Low Risk,,4700.0,4700.0,5.32,5.23,Granted,0,
59089,Approved,Low Risk,,15100.0,15100.0,6.81,6.83,Granted,0,
59096,,High Risk,,,,,,Submitted,0,
59113,,High Risk,,,,,,Submitted,0,
59121,Approved,Standard Risk,,6320.0,,14.41,14.68,Signed,0,
59135,,Standard Risk,,,,,,Submitted,0,
59136,Approved,Standard Risk,,8950.0,8950.0,9.8,10.13,Granted,0,
59150,Approved,Low Risk,,5850.0,5850.0,5.17,5.14,Granted,0,
59160,,Low Risk,,,,,,Docs Received,0,
59165,Approved,Standard Risk,,7350.0,,11.61,,Approved,0,
59170,,High Risk,,,,,,Submitted,0,
59175,,Standard Risk,,,,,,Submitted,0,
59177,Approved,Standard Risk,,6350.0,6350.0,9.47,10.01,Granted,0,
59180,,High Risk,,,,,,Submitted,0,
59185,Approved,Low Risk,,17650.0,17650.0,5.7,5.34,Granted,0,
59189,,High Risk,,,,,,Docs Received,0,
59190,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
59191,Approved,,,10240.0,10240.0,21.88,21.35,Granted,0,
59198,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
59202,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
59204,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59205,Approved,Low Risk,,3420.0,3420.0,5.67,4.29,Granted,0,
59208,Approved,Standard Risk,,2720.0,2720.0,9.01,9.64,Granted,0,
59211,,High Risk,,,,,,Submitted,0,
59220,,Low Risk,,,,,,Docs Received,0,
59222,Approved,Standard Risk,,6900.0,6900.0,9.92,10.24,Granted,0,
59223,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
59224,Approved,High Risk,,6250.0,6250.0,25.36,24.61,Granted,0,
59230,,Standard Risk,,,,,,Submitted,0,
59238,Approved,Standard Risk,,6300.0,6300.0,9.62,9.54,Granted,0,
59242,Approved,Low Risk,,14180.0,14180.0,6.93,8.03,Granted,0,
59249,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59255,,Low Risk,,,,,,Submitted,0,
59263,Approved,Low Risk,,500.0,500.0,6.7,5.67,Granted,0,
59265,Approved,Standard Risk,,3700.0,3700.0,11.39,11.91,Granted,0,
59266,,High Risk,,,,,,Submitted,0,
59268,,High Risk,,,,,,Submitted,0,
59275,Approved,Low Risk,,550.0,550.0,4.2,4.01,Granted,0,
59279,,Standard Risk,,,,,,Submitted,0,
59281,,High Risk,,,,,,Submitted,0,
59282,Approved,Standard Risk,,25630.0,25630.0,12.06,10.41,Granted,0,
59293,Approved,Low Risk,,9750.0,9750.0,4.95,4.69,Granted,0,
59297,,Standard Risk,,,,,,Submitted,0,
59305,,Low Risk,,,,,,Submitted,0,
59306,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
59312,Approved,Low Risk,,28250.0,28250.0,7.01,7.24,Granted,0,
59315,Approved,,,12290.0,12290.0,9.32,10.14,Granted,0,
59317,Approved,,,19050.0,19050.0,11.06,11.21,Granted,0,
59324,,Standard Risk,,,,,,Submitted,0,
59327,,Low Risk,,,,,,Submitted,0,
59335,Approved,Standard Risk,,7500.0,,12.57,,Approved,0,
59343,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
59344,,Low Risk,,,,,,Docs Received,0,
59349,Approved,Low Risk,,15300.0,15300.0,7.93,7.4,Granted,0,
59350,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59354,Rejected,Standard Risk,Other,,,,,Rejected,0,
59363,,,,,,,,Docs Received,0,
59366,Approved,Standard Risk,,1130.0,1130.0,14.76,,Granted,0,
59367,Rejected,Low Risk,High debt-to-income ratio,,,,,Rejected,0,
59375,,Standard Risk,,,,,,Submitted,0,
59378,,Low Risk,,,,,,Submitted,0,
59381,,Standard Risk,,,,,,Submitted,0,
59385,,High Risk,,,,,,Submitted,0,
59391,,Standard Risk,,,,,,Submitted,0,
59395,Approved,Low Risk,,21780.0,21780.0,4.66,4.33,Granted,0,
59400,Rejected,Standard Risk,Other,,,,,Rejected,0,
59403,Approved,Low Risk,,24500.0,,5.09,,Approved,0,
59404,,Low Risk,,,,,,Submitted,0,
59405,Approved,Low Risk,,12750.0,12750.0,4.93,5.24,Granted,0,
59406,Approved,,,1250.0,1250.0,6.12,6.17,Granted,0,
59414,,Standard Risk,,,,,,Submitted,0,
59416,Rejected,,Low credit score,,,,,Rejected,0,
59417,,High Risk,,,,,,Docs Received,0,
59425,Approved,Low Risk,,7950.0,,4.64,4.16,Signed,0,
59432,,Standard Risk,,,,,,Submitted,0,
59433,,Low Risk,,,,,,Docs Received,0,
59453,,,,,,,,Docs Received,0,
59456,,High Risk,,,,,,Submitted,0,
59461,Approved,Low Risk,,5500.0,5500.0,7.4,9.21,Granted,0,
59462,,Low Risk,,,,,,Docs Received,0,
59463,,Low Risk,,,,,,Submitted,0,
59488,,,,,,,,Submitted,0,
59494,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
59500,,Low Risk,,,,,,Docs Received,0,
59502,Approved,Standard Risk,,8200.0,8200.0,13.14,12.62,Granted,0,
59509,,Standard Risk,,,,,,Submitted,0,
59530,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59544,,Standard Risk,,,,,,Docs Received,0,
59545,Approved,Standard Risk,,9250.0,9250.0,11.33,11.09,Granted,0,
59547,Approved,High Risk,,3800.0,,26.48,,Approved,0,
59552,,High Risk,,,,,,Docs Received,0,
59556,,Standard Risk,,,,,,Submitted,0,
59563,,Standard Risk,,,,,,Submitted,0,
59564,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59567,,High Risk,,,,,,Submitted,0,
59568,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
59574,,High Risk,,,,,,Submitted,0,
59576,Approved,Standard Risk,,11150.0,11150.0,13.66,13.13,Granted,0,
59579,,High Risk,,,,,,Docs Received,0,
59580,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59584,Approved,Standard Risk,,25000.0,25000.0,11.88,11.23,Granted,0,
59587,,Standard Risk,,,,,,Submitted,0,
59590,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
59593,Rejected,Low Risk,Low credit score,,,,,Rejected,0,
59594,,Standard Risk,,,,,,Submitted,0,
59596,,High Risk,,,,,,Submitted,0,
59597,,Standard Risk,,,,,,Submitted,0,
59601,Approved,Standard Risk,,6050.0,6050.0,14.99,15.01,Granted,0,
59602,,Standard Risk,,,,,,Submitted,0,
59605,Approved,Standard Risk,,1450.0,,10.57,,Approved,0,
59629,,Standard Risk,,,,,,Submitted,0,
59643,Approved,Low Risk,,10450.0,10450.0,4.9,5.42,Granted,0,
59649,,High Risk,,,,,,Submitted,0,
59656,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59659,Rejected,Standard Risk,Other,,,,,Rejected,0,
59670,,Standard Risk,,,,,,Submitted,0,
59672,,Standard Risk,,,,,,Submitted,0,
59682,,Standard Risk,,,,,,Submitted,0,
59683,Rejected,Standard Risk,Other,,,,,Rejected,0,
59685,,Standard Risk,,,,,,Submitted,0,
59696,Rejected,Standard Risk,Other,,,,,Rejected,0,
59710,,Standard Risk,,,,,,Submitted,0,
59719,Approved,Standard Risk,,13550.0,13550.0,14.42,13.99,Granted,1,"2025-12-07"
59720,,Standard Risk,,,,,,Submitted,0,
59724,Approved,Low Risk,,15850.0,,6.19,,Approved,0,
59728,,High Risk,,,,,,Submitted,0,
59731,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59732,,Standard Risk,,,,,,Submitted,0,
59747,,High Risk,,,,,,Submitted,0,
59758,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59759,Rejected,,Low credit score,,,,,Rejected,0,
59763,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
59773,,High Risk,,,,,,Submitted,0,
59781,Approved,,,17850.0,,5.46,6.13,Signed,0,
59786,,Low Risk,,,,,,Submitted,0,
59788,Approved,Standard Risk,,19250.0,19250.0,11.27,12.07,Granted,0,
59794,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59796,Approved,Standard Risk,,25000.0,25000.0,14.14,14.8,Granted,0,
59798,,High Risk,,,,,,Submitted,0,
59802,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
59804,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59815,,Standard Risk,,,,,,Submitted,0,
59821,,Low Risk,,,,,,Submitted,0,
59822,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
59824,,,,,,,,Submitted,0,
59827,,Standard Risk,,,,,,Submitted,0,
59835,Approved,Low Risk,,5900.0,5900.0,7.59,7.44,Granted,0,
59836,,High Risk,,,,,,Submitted,0,
59838,,,,,,,,Submitted,0,
59839,Approved,Low Risk,,6930.0,6930.0,6.72,5.58,Granted,0,
59848,,High Risk,,,,,,Submitted,0,
59854,,Low Risk,,,,,,Submitted,0,
59856,,Standard Risk,,,,,,Submitted,0,
59861,,Standard Risk,,,,,,Submitted,0,
59863,Approved,High Risk,,7300.0,7300.0,24.34,24.11,Granted,0,
59868,,High Risk,,,,,,Docs Received,0,
59871,Approved,Low Risk,,700.0,700.0,7.5,7.64,Granted,0,
59889,,Low Risk,,,,,,Docs Received,0,
59891,,High Risk,,,,,,Submitted,0,
59895,,Standard Risk,,,,,,Submitted,0,
59904,Approved,Standard Risk,,2710.0,,13.7,,Approved,0,
59909,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59913,,Low Risk,,,,,,Submitted,0,
59916,Rejected,Standard Risk,Other,,,,,Rejected,0,
59917,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
59920,Approved,Low Risk,,5750.0,5750.0,4.26,6.49,Granted,0,
59922,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
59932,Approved,Standard Risk,,25000.0,25000.0,14.67,14.06,Granted,0,
59934,,Standard Risk,,,,,,Submitted,0,
59935,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59937,Rejected,High Risk,Other,,,,,Rejected,0,
59941,,Low Risk,,,,,,Docs Received,0,
59953,Rejected,High Risk,Low credit score,,,,,Rejected,0,
59962,,Standard Risk,,,,,,Submitted,0,
59963,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
59967,,High Risk,,,,,,Docs Received,0,
59974,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
59979,Approved,Low Risk,,800.0,800.0,5.23,4.08,Granted,0,
59982,,High Risk,,,,,,Submitted,0,
59987,Approved,High Risk,,8350.0,8350.0,22.58,23.58,Granted,0,
59988,,Standard Risk,,,,,,Submitted,0,
59990,Approved,Low Risk,,25000.0,,6.41,6.08,Signed,0,
59996,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
59998,Rejected,High Risk,Low credit score,,,,,Rejected,0,
60000,,High Risk,,,,,,Submitted,0,
60007,Approved,Low Risk,,12850.0,,7.59,,Approved,0,
60009,Approved,Standard Risk,,10850.0,10850.0,12.79,12.83,Granted,0,
60023,,Standard Risk,,,,,,Submitted,0,
60028,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
60037,Rejected,High Risk,Low credit score,,,,,Rejected,0,
60039,Approved,High Risk,,2900.0,,22.73,,Approved,0,
60041,Approved,Standard Risk,,18920.0,18920.0,10.73,,Granted,0,
60042,,Low Risk,,,,,,Docs Received,0,
60044,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
60048,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60049,,High Risk,,,,,,Submitted,0,
60056,,High Risk,,,,,,Docs Received,0,
60060,Approved,Standard Risk,,5750.0,5750.0,14.32,14.62,Granted,0,
60063,Rejected,High Risk,Low credit score,,,,,Rejected,0,
60066,Approved,Low Risk,,5800.0,5800.0,7.62,6.87,Granted,0,
60069,,High Risk,,,,,,Docs Received,0,
60073,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60074,,High Risk,,,,,,Submitted,0,
60091,,High Risk,,,,,,Submitted,0,
60095,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60096,,High Risk,,,,,,Submitted,0,
60098,Approved,Low Risk,,10950.0,10950.0,7.56,7.61,Granted,0,
60112,,,,,,,,Submitted,0,
60132,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60134,,Low Risk,,,,,,Submitted,0,
60150,Approved,Low Risk,,2430.0,,4.95,5.17,Signed,0,
60151,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60154,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60159,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
60161,,Standard Risk,,,,,,Submitted,0,
60162,,High Risk,,,,,,Docs Received,0,
60164,,Low Risk,,,,,,Submitted,0,
60174,Rejected,High Risk,Low credit score,,,,,Rejected,0,
60176,Approved,Standard Risk,,7200.0,7200.0,11.88,11.24,Granted,0,
60182,Approved,Standard Risk,,3750.0,3750.0,10.35,10.44,Granted,0,
60187,,Standard Risk,,,,,,Submitted,0,
60191,,Low Risk,,,,,,Submitted,0,
60192,Approved,Low Risk,,2450.0,,4.59,,Approved,0,
60195,,High Risk,,,,,,Submitted,0,
60204,Rejected,High Risk,Low credit score,,,,,Rejected,0,
60208,Approved,Standard Risk,,6500.0,6500.0,9.1,8.58,Granted,0,
60215,,Standard Risk,,,,,,Submitted,0,
60218,,High Risk,,,,,,Submitted,0,
60232,,,,,,,,Docs Received,0,
60242,Approved,Standard Risk,,16950.0,16950.0,,14.88,Granted,0,
60243,Rejected,,High debt-to-income ratio,,,,,Rejected,0,
60258,,,,,,,,Docs Received,0,
60267,,High Risk,,,,,,Submitted,0,
60271,,High Risk,,,,,,Submitted,0,
60273,Rejected,High Risk,Low credit score,,,,,Rejected,0,
60275,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60307,,Standard Risk,,,,,,Submitted,0,
60311,,Low Risk,,,,,,Docs Received,0,
60315,,,,,,,,Submitted,0,
60318,Approved,Standard Risk,,6550.0,,14.51,,Approved,0,
60325,,Standard Risk,,,,,,Submitted,0,
60327,,Standard Risk,,,,,,Submitted,0,
60335,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
60339,Approved,Low Risk,,4750.0,4750.0,4.73,4.79,Granted,0,
60340,,Standard Risk,,,,,,Submitted,0,
60344,,Standard Risk,,,,,,Submitted,0,
60345,,,,,,,,Submitted,0,
60369,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60375,,High Risk,,,,,,Submitted,0,
60376,,Standard Risk,,,,,,Submitted,0,
60385,,Standard Risk,,,,,,Submitted,0,
60387,,Standard Risk,,,,,,Submitted,0,
60396,,Standard Risk,,,,,,Submitted,0,
60397,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60409,,Standard Risk,,,,,,Submitted,0,
60411,Rejected,Low Risk,High debt-to-income ratio,,,,,Rejected,0,
60416,,Standard Risk,,,,,,Submitted,0,
60417,,Standard Risk,,,,,,Submitted,0,
60427,Approved,Standard Risk,,6800.0,6800.0,9.25,9.11,Granted,0,
60433,Approved,Low Risk,,16850.0,16850.0,,5.87,Granted,0,
60436,Approved,Low Risk,,16900.0,16900.0,6.33,6.17,Granted,0,
60439,,Standard Risk,,,,,,Docs Received,0,
60441,,Standard Risk,,,,,,Docs Received,0,
60452,,Standard Risk,,,,,,Submitted,0,
60460,,High Risk,,,,,,Docs Received,0,
60466,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60467,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60468,,Standard Risk,,,,,,Submitted,0,
60472,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
60480,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60488,,,,,,,,Submitted,0,
60491,,Standard Risk,,,,,,Submitted,0,
60494,,Standard Risk,,,,,,Docs Received,0,
60501,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
60515,Approved,Low Risk,,16720.0,16720.0,,,Granted,0,
60522,Approved,Standard Risk,,8700.0,8700.0,13.36,13.26,Granted,0,
60529,,Standard Risk,,,,,,Submitted,0,
60535,Approved,Standard Risk,,12050.0,12050.0,11.69,11.79,Granted,0,
60538,,Low Risk,,,,,,Submitted,0,
60550,Approved,Low Risk,,18700.0,18700.0,7.42,8.7,Granted,0,
60558,Approved,Standard Risk,,3600.0,3600.0,9.82,8.8,Granted,0,
60579,Approved,High Risk,,850.0,850.0,21.31,21.19,Granted,0,
60580,Approved,Standard Risk,,6100.0,6100.0,12.32,12.08,Granted,0,
60584,Approved,Low Risk,,22550.0,22550.0,4.15,3.98,Granted,0,
60591,Rejected,High Risk,Other,,,,,Rejected,0,
60594,Approved,Standard Risk,,7900.0,,,,Approved,0,
60601,,Low Risk,,,,,,Submitted,0,
60605,,Standard Risk,,,,,,Submitted,0,
60609,Rejected,High Risk,Low credit score,,,,,Rejected,0,
60621,Rejected,High Risk,Low credit score,,,,,Rejected,0,
60643,Approved,Standard Risk,,8830.0,8830.0,12.47,12.9,Granted,0,
60655,,High Risk,,,,,,Submitted,0,
60659,Rejected,High Risk,Low credit score,,,,,Rejected,0,
60662,,Low Risk,,,,,,Submitted,0,
60665,Rejected,,Low credit score,,,,,Rejected,0,
60667,Rejected,High Risk,Low credit score,,,,,Rejected,0,
60668,Approved,Low Risk,,10850.0,10850.0,6.99,7.26,Granted,0,
60677,Approved,Standard Risk,,2200.0,2200.0,14.82,14.03,Granted,0,
60681,Rejected,Standard Risk,Other,,,,,Rejected,0,
60703,,,,,,,,Submitted,0,
60713,,Low Risk,,,,,,Docs Received,0,
60716,Approved,High Risk,,17100.0,17100.0,27.41,26.97,Granted,0,
60722,Approved,Low Risk,,12050.0,12050.0,5.62,4.97,Granted,0,
60726,Approved,Standard Risk,,4250.0,4250.0,13.4,12.38,Granted,0,
60729,Approved,Low Risk,,13750.0,13750.0,4.14,4.65,Granted,0,
60734,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
60742,,High Risk,,,,,,Submitted,0,
60745,Approved,Low Risk,,14100.0,14100.0,7.45,7.88,Granted,0,
60746,,Standard Risk,,,,,,Submitted,0,
60748,Rejected,Standard Risk,Other,,,,,Rejected,0,
60749,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
60753,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
60759,Rejected,Standard Risk,Other,,,,,Rejected,0,
60760,,High Risk,,,,,,Submitted,0,
60766,Approved,Low Risk,,2250.0,2250.0,7.7,7.56,Granted,0,
60807,Approved,Standard Risk,,7950.0,7950.0,14.13,13.88,Granted,0,
